大类,中类,小类,年,月份,基地,时间,合同号,设备/服务名称,中标供应商,数量, 合同单价（元） , 合同总价（元） ,预算金额（元）,付款方式,跟单人
,,,2025,3,碳纤维,2025/3/11,KF20250211,空调立式柜机,北京京东工业品贸易有限公司,2," 6,447.41 "," 12,894.82 ",,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,KF20250211,投影仪,北京京东工业品贸易有限公司,1," 3,857.89 "," 3,857.89 ",,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,KF20250211,壁挂式空调,北京京东工业品贸易有限公司,2," 2,436.19 "," 4,872.38 ",,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,kf20250220,办公会议桌,北京京东工业品贸易有限公司,1," 2,736.45 "," 2,736.45 ",,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,kf20250227,皮艺沙发,北京京东工业品贸易有限公司,2, 477.36 , 954.72 ,,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,kf20250227,办公桌,北京京东工业品贸易有限公司,1," 1,178.71 "," 1,178.71 ",,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,kf20250227,茶几,北京京东工业品贸易有限公司,1," 1,519.24 "," 1,519.24 ",,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,KFTXWCC20250311-2,笔记本电脑,清远市博创信息科技有限公司,3," 5,900.00 "," 17,700.00 ",,月结,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,KFGC20250311-1,车间建设,河南省飞马起重机械集团有限公司,1," 15,300.00 "," 15,300.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,KFXW20250311-1,行吊维修,广州市广起起重设备有限公司,1," 1,700.00 "," 1,700.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,KFXW20250311-2,行吊维修,广州市广起起重设备有限公司,1," 6,300.00 "," 6,300.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,3,碳纤维,2025/3/11,KFFUWU20250311-1,特种设备检测+特种物料第三方检测费送检费,广东城检特种设备检验有限公司,1," 3,040.00 "," 3,040.00 ",,检测合格后支付,陈嘉俊
,,,2025,3,碳纤维,2025/3/13,KFTXWCC20250313,C10前端压辊维修改造,佛山市盛图科技有限公司,1," 22,000.00 "," 22,000.00 ",,验收合格付清,王娜
,,,2025,3,碳纤维,2025/3/13,EPTE-CZ-7761-250562,危险废物处理处置,广州市环境保护技术有限公司,1,,,,月结30天,王娜
,,,2025,3,碳纤维,2025/3/19,GDJF0314-(2025)-AQ,1.2万吨高性能复合材料及期制品生产线技术改造项目安全设施预评价,广东粤北中天企业管理有限公司,1," 15,000.00 "," 15,000.00 ",,合同签定50%，验收后付50%,王娜
,,,2025,3,碳纤维,2025/3/20,/,环境监测,广东中能检测技术有限公司,1," 3,600.00 "," 3,600.00 ",,,王娜
,,,2025,3,碳纤维,2025/3/21,KFTXWCC20250321,环评,清远市中懿环保技术服务有限公司,1," 75,000.00 "," 75,000.00 ",,预付30%，取得相关主管部门的文件后付30%，验收完付40%,王娜
,,,2025,3,碳纤维,2025/3/21,KFGC20250321-1,车间建设,广州中实机电设备有限公司,1," 44,800.00 "," 44,800.00 ",,月结，票到一个月付款,陈嘉俊
,,,2025,3,碳纤维,2025/3/25,KFTXWCC20250325,高速精密自动裁床,杭州爱科科技股份有限公司,1," 175,000.00 "," 175,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,3,碳纤维,2025/3/27,KFTXWCC20250327,500吨框架式伺服液压机,江苏万事预复合材料科技有限公司,1," 720,000.00 "," 720,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,3,碳纤维,2025/3/27,KFTXWCC20250327-1,复合底护板（硬模）,星运轻量化科技（南京）有限公司,1," 282,500.00 "," 282,500.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付40%验收款。,王娜
,,,2025,3,碳纤维,2025/3/27,KFTXWCC20250327-2,复合底护板（软模）,星运轻量化科技（南京）有限公司,1," 100,000.00 "," 100,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付40%验收款。,王娜
,,,2025,3,碳纤维,2025/3/27,KFTXWCC20250327-3,复合底护板（硬模）,星运轻量化科技（南京）有限公司,1," 384,200.00 "," 384,200.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付40%验收款。,王娜
,,,2025,3,碳纤维,2025/3/28,KFTXWCC20250328-2,笔记本电脑,北京京东工业品贸易有限公司,1," 6,029.32 "," 6,029.32 ",,月结,陈嘉俊
,,,2025,4,碳纤维,2025/4/2,KFTXWCC20250402,C6复合前后端设备,广州市绿元复合材料技术有限公司,1," 823,000.00 "," 823,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，,王娜
,,,2025,4,碳纤维,2025/4/2,KFTXWCC20250402,C13复合前后端设备,广州市绿元复合材料技术有限公司,1," 396,000.00 "," 396,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，,王娜
,,,2025,4,碳纤维,2025/4/2,KFTXWCC20250402,C17复合前后端设备,广州市绿元复合材料技术有限公司,1," 691,000.00 "," 691,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，,王娜
,,,2025,4,碳纤维,2025/4/8,KFTXWCC20250408,AS9100质量体系咨询,东莞市纵横世纪企业管理咨询有限公司,1," 46,000.00 "," 46,000.00 ",,合同签定付27600，通过审核付18400,王娜
,,,2025,4,碳纤维,2025/4/8, /,车间辅房地面沟槽维修填空,广州中实机电设备有限公司,1," 9,799.10 "," 9,799.10 ",,项目验收后票到30天支付。,王娜
,,,2025,4,碳纤维,2025/4/8,/,,清远市华鑫人力资源有限公司,,,,,/,王娜
,,,2025,4,碳纤维,2025/4/8,/,,广州惠杰人力资源有限公司,,,,,/,王娜
,,,2025,4,碳纤维,2025/4/8,/,,麦谷(广州)人力资源管理有限公司,,,,,/,王娜
,,,2025,4,碳纤维,2025/4/8,/,,肇庆市众智人力资源有限公司,,,,,/,王娜
,,,2025,4,碳纤维,2025/4/8,WX20250408（鑫程佳）,胶辊包胶280*1900,佛山市南海区里水鑫程佳胶辊厂,2," 4,100.00 "," 8,200.00 ",,验收见发票一个月,王娜
,,,2025,4,碳纤维,2025/4/8,WX20250408（鑫程佳）,胶辊包胶230*1900,佛山市南海区里水鑫程佳胶辊厂,1," 3,500.00 "," 3,500.00 ",,验收见发票一个月,王娜
,,,2025,4,碳纤维,2025/4/9, 补充协议KFTXWCC20240515（碳纤维）,安全风险评估,中海兴发（广东）安全技术服务有限公司,1," 5,000.00 "," 5,000.00 ",,完成编制付清（注意第一份合同）,王娜
,,,2025,4,碳纤维,2025/4/10,/,体系审核,莱茵技术监督服务（广东）有限公司,1," 143,776.00 "," 143,776.00 ",,,王娜
,,,2025,4,碳纤维,2025/4/10,WX20250410（张华健）,机器人控制柜维修,广东友仪技术股份有限公司,1," 10,000.00 "," 10,000.00 ",,票到验收后30天支付。,王娜
,,,2025,4,碳纤维,2025/4/11,WX20250411（罗艳雄）,镜面辊加工表面450*1700,广州市启业制辊有限公司,1," 13,850.00 "," 13,850.00 ",,发货前付清,王娜
,,,2025,4,碳纤维,2025/4/11,KFTXWCC20250411（张华健）,1.8米复合压机,广州市绿元复合材料技术有限公司,1," 2,380,000.00 "," 2,380,000.00 ",,合同签订后预付合同总金额的35%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的5%为质保金，,王娜
,,,2025,4,碳纤维,2025/4/11,KFTXWCC20250411-1（朱文超）,A614车间A12机台预浸线宽幅模具拆装及安装,广东省石油化工建设集团有限公司,1," 4,000.00 "," 4,000.00 ",,票到验收后30天支付。,王娜
,,,2025,4,碳纤维,2025/4/11,KFTXWCC20250411-2（唐云庆）,办公公位,广州泰惟装饰工程有限公司,5," 1,200.00 "," 6,000.00 ",,票到验收后30天支付。,王娜
,,,2025,4,碳纤维,2025/4/11,KFTXWCC20250411-3（唐云庆）,网格整改,广东商文科技有限公司,1," 6,500.00 "," 6,500.00 ",,票到验收后30天支付。,王娜
,,,2025,4,碳纤维,2025/4/11,KFTXWCC20250411-4（唐云庆）,模具液压升降改造,四维机械科技（广州）有限公司,1," 28,500.00 "," 28,500.00 ",,票到验收后30天支付。,王娜
,,,2025,4,碳纤维,2025/4/11,KFTXWCC20250411-1,模具设变,宁海宏顺精密机械有限公司,2," 22,000.00 "," 44,000.00 ",,货到票到验收30天,陈嘉俊
,,,2025,4,碳纤维,2025/4/11,KFTXWCC20250411-1,模具镀铬,宁海宏顺精密机械有限公司,1," 22,000.00 "," 22,000.00 ",,货到票到验收30天,陈嘉俊
,,,2025,4,碳纤维,2025/4/23,KFTXWCC20250423（胡林翼）,钢板自动上料机,东莞市赫泰智能设备有限公司,1," 360,000.00 "," 360,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,4,碳纤维,2025/4/23,TPP/OC2025-22（路庆雯）,小米顾客要求差距评审,上海突泊企业管理咨询有限公司,1," 34,200.00 "," 34,200.00 ",,审核结束5个工作日,王娜
,,,2025,4,碳纤维,2025/4/23,KFTXWCC20250423-1（张华健）,气密性测试设备,阿特森匠人（天津）智能科技有限公司,1," 186,000.00 "," 186,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，,王娜
,,,2025,4,碳纤维,2025/4/23,KFTXWCC20250423-2（贺胜圣）,在线边角粉碎机,东莞市致能机械有限公司,1," 41,800.00 "," 41,800.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的65%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付5%验收款。,王娜
,,,2025,4,碳纤维,2025/4/23,KFTXWCC20250423-3（廖思凡）,A618车间电气建设,广州中实机电设备有限公司,1," 355,000.00 "," 355,000.00 ",,,王娜
,,,2025,4,碳纤维,2025/4/25,KFTXWCC20250425,笔记本-联想THinkPad L13,广东创坤科技有限公司,1," 5,550.00 "," 5,550.00 ",,验收一个月,王娜
,,,2025,4,碳纤维,2025/4/25,KFTXWCC20250425,笔记本-联想THinkPad L13,广东创坤科技有限公司,1," 5,550.00 "," 5,550.00 ",,验收一个月,王娜
,,,2025,4,碳纤维,2025/4/25,KFTXWCC20250425,笔记本-联想THinkPad L13,广东创坤科技有限公司,1," 5,550.00 "," 5,550.00 ",,验收一个月,王娜
,,,2025,4,碳纤维,2025/4/25,KFTXWCC20250425,笔记本-联想THinkPad L13,广东创坤科技有限公司,1," 5,550.00 "," 5,550.00 ",,验收一个月,王娜
,,,2025,4,碳纤维,2025/4/25,KFTXWCC20250425,笔记本-联想THinkPad L13,广东创坤科技有限公司,1," 5,550.00 "," 5,550.00 ",,验收一个月,王娜
,,,2025,4,碳纤维,2025/4/25,KFTXWCC20250425,台式机-联想M460,广东创坤科技有限公司,1," 4,720.00 "," 4,720.00 ",,验收一个月,王娜
,,,2025,4,碳纤维,2025/4/27,WX20280427（罗艳雄）,气胀轴维修,东莞市莱森精密机电有限公司,6,," 11,650.00 ",,验收一个月,王娜
,,,2025,4,碳纤维,2025/4/30,WX2025430（朱文超）,KF007-AG901-CWCCW-KM-3-001-修模2,惠州博源模具科技有限公司,1," 2,700.00 "," 2,700.00 ",,验收一个月,王娜
,,,2025,4,碳纤维,2025/4/30,WX2025430（朱文超）,KF002-AG901-CW-KL1-0-009-修模,惠州博源模具科技有限公司,1," 2,700.00 "," 2,700.00 ",,验收一个月,王娜
,,,2025,4,碳纤维,2025/4/30,WX2025430（朱文超）,KF002-AG901-CW-KC1-1-008-修模,惠州博源模具科技有限公司,1," 2,700.00 "," 2,700.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/7,KFTXWCC20250507,C11横向喷码改造,广州市绿元复合材料技术有限公司,1," 42,300.00 "," 42,300.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，,王娜
,,,2025,5,碳纤维,2025/5/8,WX2025508（朱文超）,KF022-GQ-R6DCSG-2-001,惠州博源模具科技有限公司,1," 6,600.00 "," 6,600.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/8,KFTXWCC20250508,检具,星运轻量化科技（南京）有限公司,1," 135,600.00 "," 135,600.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付40%验收款。,王娜
,,,2025,5,碳纤维,2025/5/9,WX20250509（朱文超）,AG901-KB1模具纱刀口维修,广州市三禾模具有限公司,1," 1,500.00 "," 1,500.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/9,WX20250509（朱文超）,AG901-KB1模具纱刀口维修,广州市三禾模具有限公司,1," 1,500.00 "," 1,500.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/13,WX20250513（罗艳雄）,胶辊维修,广东艾麦工业科技有限公司,3," 1,350.00 "," 4,050.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/13,KFTXWCC20250513（胡洋铭）,A615冷却水箱及电箱改造,广州中实机电设备有限公司,1," 16,800.00 "," 16,800.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/14,KFTXWCC20250514（张华健）,清远基地A618辅房进行车间基建改造,广州中实机电设备有限公司,1," 12,000.00 "," 12,000.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/14,KFTXWCC20250514-1（钟友坤）,笔记本-联想THinkPad L13,广东创坤科技有限公司,1," 5,550.00 "," 5,550.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/14,KFTXWCC20250514-1（林乐智）,笔记本-联想THinkPad L13,广东创坤科技有限公司,1," 5,550.00 "," 5,550.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/14,KFTXWCC20250514-1（王磊）,笔记本-华为MateBook 14,广东创坤科技有限公司,1," 6,650.00 "," 6,650.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/14,KFTXWCC20250514-1（杨炽彬）,笔记本-联想THinkPad,广东创坤科技有限公司,1," 6,600.00 "," 6,600.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/15,WX20250515（）,KF002-AG901-CW-KB1-1-007-修模2,东莞市常盈碳纤模具有限公司,1," 2,500.00 "," 2,500.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/15,KFTXWCC20250515(张华健）,MX11-2 QA机增加字符识别装置,东莞市维鸿精密仪器有限公司,1," 25,000.00 "," 25,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,5,碳纤维,2025/5/16,KFTXWCC20250516,A613车间新增设备电气接入,广州中实机电设备有限公司,1," 548,000.00 "," 548,000.00 ",,合同签订后预付合同总金额的30%作为预付款；工程完工验收合格后见9%增值税专用全额发票一个月内付60%，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付,王娜
,,,2025,5,碳纤维,2025/5/20,KFTXWCC20250520,热塑生产车间厂房玻璃碎裂维修,广州中实机电设备有限公司,1," 1,600.00 "," 1,600.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/20,SJHP202432,环评服务费+高性能复合材料建设项目环境影响评价服务（协助林传勇处理）,广州尚洁环保科技股份有限公司,1," 53,000.00 "," 53,000.00 ",,预付50%，报告通过审批支付50%,陈嘉俊
,,,2025,5,碳纤维,2025/5/20,/,能评服务费+高性能复合材料建设项目节能报告（协助林传勇处理）,广州星火能源科技有限公司,1," 79,000.00 "," 79,000.00 ",,预付50%，报告通过审批支付50%,陈嘉俊
,,,2025,5,碳纤维,2025/5/20,QYJN-2024-0702208,节能报告+2.5万吨高性能复合材料及其制品生产线建设项目节目报告,清远节能协会,1," 40,000.00 "," 40,000.00 ",,预付50%，报告通过审批支付50%,陈嘉俊
,,,2025,5,碳纤维,2025/5/21,WGZ02505212116281（玉萍）,超管,北京华品博睿网格技术有限公司,1," 10,800.00 "," 10,800.00 ",,合同签定付清,王娜
,,,2025,5,碳纤维,2025/5/22,KFTXWCC20250522（张华健）,聚脲喷涂供料系统设备,东莞市赫泰智能设备有限公司,1," 88,000.00 "," 88,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,5,碳纤维,2025/5/22,KFTXWCC20250522-1（潘伟豪）,台式HP Pro Tower 280 G9 E R,广东创坤科技有限公司,1," 5,000.00 "," 5,000.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/22,KFTXWCC20250522-2（胡洋铭）,桨叶仿形打磨设备,广东利迅达机器人系统股份有限公司,1," 460,000.00 "," 460,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，,王娜
,,,2025,5,碳纤维,2025/5/25,KFTXWCC20250525（张建）,笔记本-华为MateBook 14,广东创坤科技有限公司,1," 6,650.00 "," 6,650.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/25,KFTXWCC20250525-1（刘建平）,比亚迪电动叉车充电区迁移,广州中实机电设备有限公司,1," 86,000.00 "," 86,000.00 ",,合同签订后预付合同总金额的30%作为预付款；工程完工验收合格后见9%增值税专用全额发票一个月内付60%，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付,王娜
,,,2025,5,碳纤维,2025/5/25,KFTXWCC20250525-2（唐云庆）,614车间刷耐磨地坪漆,广州乾德建材科技有限公司,1," 15,000.00 "," 15,000.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/25,KFTXWCC20250525-3（刘建平）,重型货架,中山市锦盛云储仓储设备有限公司,40," 1,985.75 "," 79,430.00 ",,合同签订后预付合同总金额的30%作为预付款；货到甲方工厂安装验收合格后见13%增值税专用全额发票一个月内付70%验收款。,王娜
,,,2025,5,碳纤维,2025/5/25,KFTXWCC20250525-4（刘建平）,平台改造,广州泰惟装饰工程有限公司,2," 2,500.00 "," 5,000.00 ",,票到验收后30天支付。,王娜
,,,2025,5,碳纤维,2025/5/25,KFTXWCC20250525-5（廖思凡）,A5A6A预浸线搬迁,广东省石油化工建设集团有限公司,1," 220,000.00 "," 220,000.00 ",,合同签订后预付合同总金额的30%作为预付款；工程完工验收合格后见9%增值税专用全额发票一个月内付60%，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付,王娜
,,,2025,5,碳纤维,2025/5/26,KFTXWCC20250526（罗艳雄）,613和614行车悬臂吊增加投影灯和声光报警器,广州市广起起重设备有限公司,15," 1,990.00 "," 29,850.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/26,KFTXWCC20250526-1（罗艳雄）,C13行吊紧急维修,广州市广起起重设备有限公司,1," 5,850.00 "," 5,850.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/29,KFTXWCC20250529（张华健）,聚脲喷涂供料系统设备升级改造,东莞市赫泰智能设备有限公司,1," 150,000.00 "," 150,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,5,碳纤维,2025/5/29,KFTXWCC20250529-1（廖思凡）,干冰颗粒,广州潮龙天工业科技有限公司,1," 32,300.00 "," 32,300.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/29,KFTXWCC20250529-1（廖思凡）,保温箱,广州潮龙天工业科技有限公司,1, 495.00 , 495.00 ,,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/29,KFTXWCC20250529-2（郑波）,AG811治具,东莞市科鼎自动化设备有限公司,8," 7,645.00 "," 61,160.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/29,KFTXWCC20250529-2（吴永磊）,叉车维修,清远市正德机械设备自动化科技有限公司,1," 2,000.00 "," 2,000.00 ",,验收一个月,王娜
,,,2025,5,碳纤维,2025/5/30,KFTXWCC20250530（夏爽）,笔记本-联想THinkPad L13,广东创坤科技有限公司,1," 5,550.00 "," 5,550.00 ",,验收一个月,王娜
,,,2025,6,碳纤维,2025/6/3,KFTXWCC20250603（张华健）,聚脲喷涂自动化生产线,东莞市赫泰智能设备有限公司,1," 1,550,000.00 "," 1,550,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,6,碳纤维,2025/6/3,KFTXWCC20250603-1（张华健）,C8蜂窝板复合线前后端,广州市绿元复合材料技术有限公司,1," 500,000.00 "," 500,000.00 ",,合同签订后预付合同总金额的30%作为预付款；发货前双方于乙方工厂对设备进行预验收，预验收证明不作为最终的验收依据，预验收合格付合同总金额的30%作为发货款；设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月内付30%验收款，合同总金额的10%为质保金，在质保期（验收合格之日起一年）届满后无息支付。,王娜
,,,2025,6,碳纤维,2025/6/3,KFTXWCC20250603-2（张华健）,C13防错缺开口工装,广州市绿元复合材料技术有限公司,1," 10,000.00 "," 10,000.00 ",,设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月付清。,王娜
,,,2025,6,碳纤维,2025/6/3,KFTXWCC20250603-3（罗艳雄）,蜂窝芯B1挤出机40机更换,广州正装科技有限公司,1," 20,000.00 "," 20,000.00 ",,设备到甲方工厂安装调试验收合格后见13%增值税专用全额发票一个月付清。,王娜
,,,2025,6,碳纤维,2025/6/11,KFTXWCC20250611（罗艳雄）,D7 D8 CNC维修,杭州爱科科技股份有限公司,1," 2,400.00 "," 3,400.00 ",,验收一个月,王娜
,,,2025,6,碳纤维,2025/6/11,KFTXWCC20250611-1（赵磊）,空调维修,清远市金达工程有限公司,1," 2,020.00 "," 2,020.00 ",,验收一个月,王娜
,,,2025,6,碳纤维,2025/6/11,KFTXWCC20250611-2(唐云庆）,工厂及宿舍装修、617车间品质部搬迁及工厂,广州中实机电设备有限公司,1," 13,500.00 "," 13,500.00 ",,验收一个月,王娜
,,,2025,6,碳纤维,2025/6/11,KFTXWCC20250611-3（王磊）,节能验收,踔厉（清远市）低碳节能科技有限公司,1," 40,000.00 "," 40,000.00 ",,预付50%，验收50%,王娜
,,,2025,6,碳纤维,2025/6/13,KFTXWCC20250613（罗艳雄）,电机维修,广州市天河区凤凰华雄机电维修经营部,1," 5,280.00 "," 5,280.00 ",,验收一个月,王娜
,,,2025,6,碳纤维,2025/6/13,KFTXWCC20250613-1（朱文超）,1500预浸模具-003加工维修,惠州博源模具科技有限公司,1," 26,500.00 "," 26,500.00 ",,验收一个月,王娜
,,,2025,6,碳纤维,2025/6/17,KFTXWCC20250617（于东海）,行吊保养,佛山市广起起重机有限公司,32," 35,000.00 "," 35,000.00 ",,每季度验收合格见发票付款,王娜
,,,2025,6,碳纤维,2025/6/17,KFTXWCC20250617-1（欧志坚）,D7裁床改造,四维机械科技（广州）有限公司,1," 15,600.00 "," 15,600.00 ",,验收一个月,王娜
,,,2025,6,碳纤维,2025/6/17,KFTXWCC20250617-2（罗艳雄）,C12压机油管更换,广州市绿元复合材料技术有限公司,1," 5,840.00 "," 5,840.00 ",,验收一个月,王娜
,,,2025,6,碳纤维,2025/6/17,KFTXWCC20250617-3（刘建平）,柴油车年度保养,广州富强机械设备有限公司,3," 1,300.00 "," 3,900.00 ",,每季度验收合格见发票付款,王娜
,,,2025,6,碳纤维,2025/6/17,KFTXWCC20250617-4（欧志坚）,空压机保养,苏州佳祥泰节能科技有限公司,," 81,790.00 ",,,,王娜
,,,2025,6,碳纤维,2025/6/17,KFTXWCC20250617-5（林玉萍）,笔记本-华为MateBook 14,广东创坤科技有限公司,1," 6,650.00 "," 6,650.00 ",,验收一个月,王娜
